-1865,-1469
-282,-1934
1808,-1474
666,62
-1730,1517
-2126,1759
-1250,1348
-1115,1365
-1566,1556
-1643,1365
-1379,1348
-1281,1759
-1495,1512
-1701,67
-1385,-1457
-278,-1951
1345,-1507
2430,-985
1601,-1310
-711,-2171
-1647,-1650
111,635
1674,1694
429,-142
-1671,-1701
-1916,-245
-1256,1669
-1451,791
-1580,-1605
-308,-2498
1514,-1370
2266,375
1442,1450
-250,1513
-1491,1378
-1595,1705
-1370,1563
-1621,44
-1541,-1597
-182,-1792
1552,-1267
2096,-1401
1328,-1657
70,-1235
-1312,-1199
-2275,-2059
-1597,-1735
528,603
1608,1770
233,-175
-1607,-1790
-1818,-129
-1307,1792
-1497,528
-1542,-1776
-295,-1916
1480,-1151
2279,-1550
1480,-1693
-295,-71
-1542,1630
-1497,1755
-1307,1340
-1818,1496
-1607,1467
233,379
1608,-1375
528,-2498
-1592,-1609
-2279,795
-1329,1686
88,-263
1366,-1739
2046,-93
1485,1766
-66,514
-1440,-1764
-1867,-1912
-1503,-1155
-1063,-1550
-1339,-1693
-2059,-71
-1594,1630
430,1755
1620,1336
286,1500
-1629,1483
-1841,362
-1273,-1417
-1501,-2444
-1592,-1520
-250,657
1547,1534
2167,45
1400,-1512
-71,-778
-1458,1462
-1966,2658
-1375,1500
-152,-810
1315,-1568
2363,133
1635,1618
-683,465
-1690,-1641
120,-2009
1736,-1264
370,-1231
-1769,-1590
-1764,-1460
-1104,-1356
-1785,-1647
-1797,-1483
416,-250
1791,1438
17,2313
-1775,1478
-465,-448
1756,-1480
1880,-465
1155,1467
1581,2341
1724,1446
13,-294
-1715,-1462
-1617,-1585
-1179,-1429
-1813,-1581
-1717,-1450
332,-308
1721,1425
290,2374
-1713,1491
-1764,-528
-1210,-1502
-1675,-332
-1629,1494
120,2055
1557,1428
694,982
-1483,1423
-2592,2059
-1469,1516
728,-353
1500,-1552
13,-465
-1496,1580
-760,2225
1467,1294
2636,4
1467,-1277
-760,-2247
-1496,-1635
13,532
1505,1653
724,192
-1486,-1667
-2574,-1715
-1450,-1221
648,-1715
1502,-1667
223,192
-1544,1653
-1893,532
-1326,-1635
-1285,-2247
-1569,-1273
-1425,0
-1339,1273
-1697,2247
-1533,1635
-147,-532
1514,-1658
2104,-187
1391,1680
0,1701
-1396,1205
-2100,1743
-1497,1675
129,-236
1500,-1632
1743,-469
1385,1556
1331,2131
1523,1435
1464,901
1354,1356
1527,2208
1557,1625
1228,-648
1322,-1682
1943,147
1578,1696
-299,245
-1578,-1669
-495,-791
1575,1605
2262,2498
1324,1375
-66,-379
-1328,-1467
-2100,-1496
-1564,-1345
196,-1751
1567,-1609
1585,49
1324,1638
1679,1617
1563,1256
70,1750
-1546,1612
-1859,-170
-1377,-1574
-1231,-631
-1472,1538
-1615,2471
-1477,1373
-1227,-482
-1360,-1362
-1876,-549
-1580,1318
116,2596
1609,1647
1585,-890
1277,-1728
1764,394
1600,1798
-174,-129
-1564,-1841
-635,-62
1521,1844
2489,278
1411,-1808
-532,-661
-1434,1742
-429,2113
1441,1228
2328,1147
1458,1595
-290,1577
-1467,1345
-1585,1411
-1424,1532
-1585,1411
-1467,1345
-290,1577
1463,1595
2324,1147
1429,1233
-416,2109
-1418,1730
-560,-648
1394,-1792
2542,250
1534,1836
-732,-17
-1572,-1857
49,-196
1601,1850
599,536
-1618,-1814
-2292,-1880
-1270,-1138
32,-1630
1273,-1680
2216,116
1609,1595
-478,666
-1590,-1512
-308,-2529
1566,-1457
1960,620
1355,1518
1182,236
1506,-1556
1626,-1897
1422,-1326
1263,-1281
1435,-1548
1769,-1447
1495,-1394
108,-1630
-1530,-1428
-2050,-313
-1333,1345
-111,2466
1311,1630
2328,-782
1592,-1698
-612,259
-1589,1744
-45,93
1572,-1766
728,-514
-1551,1764
-2524,1912
-1356,1155
510,1550
1350,1693
532,71
-1322,-1630
-2574,-1755
-1618,-1340
844,-1496
1673,-1462
-291,-383
-1723,1363
-79,2512
1754,1626
510,-823
-1764,-1698
-1908,312
-1139,1730
-1567,17
-1736,-1714
-17,-362
1715,1648
1621,926
1201,-1550
1792,-2721
1663,-1445
-264,827
-1616,1525
-456,-116
1544,-1563
2126,-528
1445,1552
897,2158
1335,1390
2229,923
1680,1440
-715,2105
-1792,1506
317,-402
1887,-1527
-137,-402
-1958,1502
53,2109
2000,1462
-13,901
-2014,1330
-13,2229
2005,1680
49,-715
-1975,-1787
-120,313
1925,1865
267,-116
-1854,-1904
-603,-13
1764,1895
2001,152
1239,-1840
1380,-379
1529,1753
433,845
-1400,-1652
-2529,-2512
-1614,-1336
832,362
1715,1402
-333,1567
-1790,1463
53,1572
1836,1419
178,344
-1859,-1379
-510,-2458
1864,-1563
1813,707
1032,1597
1796,-66
1848,-1597
-478,-549
-1830,1552
112,2180
1807,1423
179,873
-1775,1373
-603,2221
1730,1608
2063,-648
1216,-1665
1218,133
1619,1680
1451,273
1335,-1656
1675,-840
1495,1613
201,2574
-1430,1322
-2238,-532
-1535,-1346
299,-514
1613,1339
1434,2542
1201,1589
1979,-778
1764,-1639
-582,161
-1821,1686
217,370
1852,-1714
0,-1809
-1857,-1181
-213,-1665
1833,-1679
568,152
-1790,1620
-1943,599
-1155,-1551
-1518,-2395
-1685,-1403
-120,312
1635,1445
1835,1581
1300,1429
1330,1585
1557,1467
1401,290
1368,-1458
1697,-2328
1500,-1441
175,429
-1480,1434
-2170,532
-1430,-1406
133,-2493
1440,-1533
1800,648
1453,1585
1184,142
1436,-1625
1813,-1701
1461,-1255
101,-1701
-1464,-1625
-2100,142
-1434,1585
32,648
1447,-1528
2016,-2497
1420,-1428
53,554
-1379,1484
-2167,366
-1569,-1529
267,-2180
1635,-1332
1447,-17
1184,1311
1979,2234
1786,1597
-599,-486
-1854,-1602
263,-290
1903,1604
-98,1911
-1916,1288
-21,1298
1882,1607
170,1380
-1807,1284
-424,1800
1698,1613
948,-66
-1572,-1623
-2725,-1634
-1440,-1256
827,-1697
1529,-1656
-120,36
-1580,1672
-510,1604
1595,1218
2104,1796
1305,1658
1057,-264
1579,-1616
1809,-456
1306,1549
245,2122
-1273,1423
-2458,919
-1673,1390
810,2162
1737,1569
-329,-545
-1795,-1606
53,-62
1836,1614
178,690
-1854,-1596
-514,-2412
1852,-1328
1827,245
1058,1360
1759,1764
1807,1512
-398,1169
-1770,1390
-53,1876
1724,1500
554,-28
-1667,-1491
-2077,-1818
-1292,-1423
-1128,-1235
-1532,-1439
-1656,-1639
-1422,-1494
-1231,-1178
-1432,-1360
-1813,-1960
-1469,-1561
-49,303
1440,1573
1947,495
1517,-1575
981,-2262
1288,-1324
2193,66
1701,1333
-698,2096
-1782,1552
291,-182
1836,-1541
-70,-1621
-1848,-1365
-116,-1600
1814,-1513
366,-228
-1741,1497
-841,2199
1643,1413
2516,-147
1358,-1428
-383,-1796
-1462,-1458
-1496,-1184
-1340,-1436
-1755,-1813
-1630,-1466
71,-97
1693,1481
1550,2082
1151,1396
1916,17
1781,-1375
-532,-2136
-1804,-1539
142,209
1811,1550
142,1585
-1799,1345
-536,1662
1764,1525
1934,120
1189,-1474
1500,-1979
1630,-1491
183,-972
-1546,-1317
-1983,-2180
-1436,-1658
-1013,648
-1377,1720
-2077,-179
-1578,-1752
434,-157
1611,1758
290,594
-1612,-1747
-1859,-2042
-1307,-1161
-1455,-1285
-1541,-1730
-348,-1281
1489,-1149
2359,-2055
1450,-1768
-470,626
-1480,1787
-444,-224
1495,-1781
2296,-53
1396,1735
-196,379
-1398,-1643
-1781,-948
-1495,1512
-1164,2775
-1390,1529
-1880,-961
-1517,-1669
45,415
1529,1781
1768,-137
1360,-1853
1347,-44
1523,1887
1410,224
1394,-1892
1665,-528
1466,1881
245,1818
-1429,1028
-2318,1796
-1500,1853
470,-482
1530,-1842
402,125
-1555,1823
-2193,151
-1320,-1792
-13,-549
1306,1748
2234,1962
1597,1196
-486,1455
-1602,1647
-290,250
1604,-1602
1911,-2122
1292,-1324
1294,-48
1590,1340
1397,2230
1322,1546
1750,-429
1546,-1544
49,-429
-1521,1546
-1880,2230
-1385,1340
-1169,-48
-1517,-1328
-1759,-2117
-1344,-1581
-263,228
1290,1592
2462,1523
1664,1302
-806,1796
-1720,1579
312,-187
1757,-1552
-4,-631
-1764,1511
-299,2493
1741,1428
774,-549
-1698,-1472
-2391,-379
-1244,1503
120,2216
1290,1374
2078,-62
1564,-1371
-174,-2068
-1534,-1513
-1635,112
-1391,1495
-1563,1764
-1462,1423
-316,1277
1413,1443
2391,1593
1529,1477
-577,1249
-1570,1394
-215,1827
1590,1517
1813,-4
1311,-1524
1497,-1813
1546,-1373
291,-1281
-1497,-1511
-2262,-1523
-1447,-1388
250,-1428
1491,-1515
1595,-1406
1370,-1350
1621,-1577
1546,-1595
178,-1147
-1564,-1228
-2082,-2113
-1312,-1742
-98,661
1294,1808
2328,-278
1614,-1844
-629,62
-1622,1836
0,133
1622,-1776
629,-415
-1609,1674
-2332,957
-1311,-1546
116,-2757
1350,-1474
2033,898
1492,1580
-58,-267
-1433,-1646
-1880,-178
-1524,1664
-1031,728
-1305,-1643
-2130,-2391
-1650,-1294
582,161
1707,1341
-67,1984
-1753,1523
-398,0
1780,-1523
1781,-1984
1108,-1336
1764,-165
1764,1277
-366,2409
-1719,1686
-137,-782
1652,-1753
733,316
-1563,1802
-2484,-45
-1429,-1819
411,-200
1524,1804
1406,577
1294,-1764
1929,-1975
1642,-1189
-420,-1447
-1643,-1635
-148,-267
1601,1569
795,2167
-1524,1379
-2613,-53
-1466,-1420
702,-2016
1564,-1447
107,-32
-1646,1434
-1647,2100
-1198,1459
-1813,-97
-1709,-1444
370,-1831
1681,-1474
165,-1134
-1622,-1385
-795,-1916
1546,-1541
2596,111
1428,1568
-652,1634
-1502,1306
-219,1656
1566,1596
1872,66
1271,-1592
1352,-1818
1670,-1317
1263,-1334
1183,-1552
2046,-1401
1747,-1368
-598,-1697
-1775,-1495
175,-179
1785,1463
133,2188
-1775,1468
-545,-183
1743,-1512
1962,-1680
1196,-1330
1455,-1451
1647,-1619
250,-1218
-1602,-1221
-2122,-2059
-1324,-1713
-48,585
1340,1737
2230,-129
1551,-1735
-433,-232
-1561,1707
-411,745
1579,-1655
2184,-2400
1294,-1311
45,183
-1282,1396
-2296,1916
-1609,1413
594,170
1584,-1332
67,-2367
-1534,-1626
-782,679
1462,1673
2662,-102
1517,-1698
-827,-420
-1606,1697
183,1884
1691,1222
344,1522
-1764,1630
-1742,161
-1070,-1584
-1835,-1929
-1864,-1347
532,-1151
1888,-1534
-224,-1764
-1891,-1339
48,-263
1870,1286
120,2466
-1824,1681
-362,-823
1758,-1753
823,357
-1685,1807
-2462,-102
-1273,-1832
250,-98
1322,1819
1792,344
1546,-1774
1102,-791
1356,1715
2005,2395
1537,1239
-318,-120
-1536,-1290
-514,-2078
1529,-1564
2328,174
1375,1529
-209,1639
-1386,1403
-1777,1550
-1500,1441
-1164,348
-1394,-1384
-1876,-2458
-1500,-1563
28,707
1491,1602
1818,-70
1427,-1618
1231,-528
1417,1607
1660,2112
1544,1322
1115,1035
1276,1520
2105,1880
1680,1428
-603,62
-1715,-1475
129,-2050
1718,-1388
245,-66
-1691,1383
-774,2212
1647,1491
2444,-366
1290,-1451
-245,-582
-1322,1398
-1796,2559
-1558,1550
-1089,-765
-1330,-1597
-2042,111
-1583,1623
402,482
1608,-1629
335,-2037
-1633,-1271
-1921,-1186
-1233,-1611
-1335,-1523
-1692,-1282
-1263,-1527
-1166,-1628
-2059,-1169
-1768,-1233
631,-2087
1809,-1692
-245,594
-1841,1708
17,-116
1862,-1692
191,-282
-1871,1644
-514,857
1869,-1575
1813,-2624
1032,-1390
1796,648
1853,1452
-482,264
-1847,-1494
129,-1988
1840,-1377
133,-1102
-1830,-1520
-500,-1813
1810,-1382
1850,-178
1112,1396
1684,2279
1747,1483
-236,-416
-1713,-1468
-402,-519
1684,1449
1947,2443
1228,1471
1313,-536
1654,-1501
1317,-370
1250,1529
1926,2184
1629,1344
-335,4
-1603,-1332
-406,-2201
1566,-1562
2059,416
1373,1556
1035,433
1474,-1551
1929,-2230
1462,-1340
-49,48
-1491,1324
-1796,2122
-1390,1598
-1285,-245
-1501,-1630
-1527,-1473
-1405,-1234
-1411,-1912
-1472,-1675
-1460,429
-1434,1674
-1443,111
-1456,-1647
-1443,-711
-1429,1596
-1465,2434
-1484,1366
-1397,-299
-1379,-1445
-1563,-1630
-1552,-1373
-1197,-1464
-1296,-1586
-1997,-1231
-1641,-1259
415,-2014
1679,-1658
250,482
-1709,1656
-1729,83
-1162,-1631
-1751,-698
-1747,1589
303,2425
1764,1349
282,-278
-1785,-1390
-1697,-1697
-1078,-1478
-1863,-1298
-1853,-1422
549,-1589
1897,-1477
-250,-1253
-1941,-1411
116,-1809
1980,-1479
-49,-45
-2010,1457
17,1929
2026,1479
0,1031
-2026,1356
-17,2077
2010,1604
49,-456
-1975,-1666
-120,-223
1929,1718
263,1693
-1876,1138
-582,1818
1824,1781
1929,-433
1117,-1796
1563,4
1741,1808
17,416
-1715,-1824
-1621,-1764
-1196,-1054
-1796,-1827
-1680,-1857
282,519
1654,1871
406,-196
-1612,-1874
-2010,-4
-1339,1857
-1147,217
-1485,-1816
-1679,-586
-1485,1752
-1147,1992
-1339,1222
-2010,1402
-1612,1584
406,366
1649,-1506
286,-2363
-1663,-1440
-1813,465
-1234,1463
-1572,461
-1647,-1462
-98,-2341
1635,-1451
1813,299
1272,1479
1375,1567
1607,1391
1303,1630
1304,1517
1893,191
1566,-1526
-241,-2128
-1535,-1358
-603,-4
1500,1346
2475,2145
1428,1569
-532,-245
-1451,-1597
-416,-1501
1462,-1273
2296,-1841
1429,-1625
-224,282
-1428,1599
-1719,452
-1478,-1540
-1277,-2126
-1389,-1445
-1639,-897
-1549,-1339
-1132,-2225
-1288,-1658
-2077,694
-1663,1732
549,-245
1707,-1764
-36,-45
-1727,1747
-452,362
1722,-1681
1893,-898
1198,1584
1531,2655
1652,1411
133,-698
-1592,-1497
-1885,-166
-1373,1552
-1210,1796
-1439,1328
-1665,1501
-1544,1542
-1111,291
-1259,-1497
-2122,-2262
-1713,-1442
648,245
1770,1474
-232,1613
-1798,1413
-32,1567
1790,1457
312,316
-1748,-1413
-782,-2391
1681,-1534
2413,582
1294,1586
-183,198
-1374,-1628
-1934,-1764
-1455,-1239
-116,-1617
1417,-1665
2234,-28
1491,1664
-388,1684
-1484,1235
-532,1666
1461,1652
2447,0
1466,-1652
-536,-1666
-1501,-1235
-370,-1684
1529,-1668
2184,32
1349,1682
0,1600
-1349,1196
-2184,1818
-1529,1713
370,-332
1506,-1726
532,-286
-1488,1735
-2426,1743
-1411,1155
469,1743
1400,1730
532,-282
-1382,-1704
-2524,-353
-1524,1663
706,1880
1522,1285
17,1451
-1496,1551
-765,344
1450,-1506
2654,-2341
1505,-1412
-810,420
-1563,1408
129,564
1601,-1382
482,-2555
-1603,-1550
-2059,760
-1331,1580
-1115,-94
-1484,-1585
-1710,-532
-1511,1562
-1093,2154
-1271,1377
-2131,936
-1725,1461
666,2072
1803,1477
-278,-336
-1844,-1497
62,-528
1836,1491
133,2374
-1781,1425
-411,-308
1686,-1445
944,-1585
-1567,-1446
-2725,-1567
-1445,-1429
832,-340
1546,1391
-137,2444
-1614,1547
-465,-679
1646,-1589
2005,21
1242,1618
1253,612
1641,-1626
1397,-2300
1272,-1277
1792,45
1597,1294
-44,2184
-1563,1579
-1705,-411
-1378,-1561
-1513,-433
-1445,1546
-379,2234
1353,1362
2516,-70
1643,-1383
-841,-2050
-1736,-1480
362,66
1797,1440
-98,1867
-1815,1503
-116,1063
1781,1339
394,2059
-1702,1594
-911,-430
1597,-1620
2659,-286
1406,1625
-698,1846
-1497,1285
-166,1488
1555,1573
1794,280
1317,-1529
1512,-2223
1567,-1405
259,165
-1539,1432
-2189,1769
-1388,1449
100,1234
1416,1443
1913,1697
1460,1458
594,691
-7,-20
-116,-169
7,24
50,78
-8,-25
-26,-39
8,20
14,18
-8,-12
-6,-6
6,6
2,2
-2,-2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
